
BTC/USDT 1512609439586000 13740.00000012 13740.00100008 13751.01000008 11983 
BTC/USDT 1512609452646000 13753.47144262 13753.47144262 13759.36847 11983 
BTC/USDT 1512609457780000 13761.01000008 13759.36847 13761.01000008 11983 
BTC/USDT 1512609462893000 13759.36847 13759.36847 13761.01000008 11983 
BTC/USDT 1512609468000000 13745.60910149 13732.00000004 13745.60910149 11992 
BTC/USDT 1512609473201000 13768.66122391 13732.00000004 13768.66122391 11992 
BTC/USDT 1512609480724000 13768.66122387 13759.36847001 13768.66122387 11992 
BTC/USDT 1512609485885000 13745.62284715 13745.6228472 13750.00000003 11992 
BTC/USDT 1512609490988000 13768.6612239 13768.6612239 13768.6612241 11992 
BTC/USDT 1512609496079000 13768.6612241 13768.66122393 13768.6612241 11992 
BTC/USDT 1512609501258000 13769.00000005 13769.00000005 13773.82826496 11992 
BTC/USDT 1512609506499000 13769.00000005 13769.00000005 13773.82826496 11992 
BTC/USDT 1512609511604000 13769.00000007 13769.00000007 13773.82826496 11992 
BTC/USDT 1512609519282000 13769.00000007 13769.00000007 13773.82826496 11992 
BTC/USDT 1512609524375000 13769.00000015 13769.00000015 13781.41552788 11992 
BTC/USDT 1512609529495000 13769.00000016 13769.00000019 13780.4714425 11992 
BTC/USDT 1512609537869000 13769.00000026 13769.00000026 13778.6068475 11992 
BTC/USDT 1512609543002000 13780.4714425 13780.6068475 13784.98125158 11984 
BTC/USDT 1512609548115000 13768.6612241 13768.6612241 13769.0 11984 
BTC/USDT 1512609553213000 13768.6612241 13768.6612241 13769.0 11984 
BTC/USDT 1512609558359000 13784.9812516 13768.6612241 13784.98125159 11984 
BTC/USDT 1512609565483000 13769.6976225 13768.66122413 13769.6976225 11984 
