
BTC/USDT 1512868443137000 13888.0 13830.00000014 13888.0 9381 
XMR/BTC 1512868503291000 0.0179 0.0179 0.01795999 73203 
STR/BTC 1512868563791000 0.00000911 0.00000906 0.00000912 212306936 
NXT/BTC 1512868623927000 0.00003892 0.00003875 0.00003884 19102755 
LTC/BTC 1512868684019000 0.01012109 0.01012108 0.01017747 896221 
XEM/BTC 1512868746351000 0.00002785 0.00002769 0.00002785 106524582 
DASH/BTC 1512868806486000 0.04885159 0.04871693 0.04885159 22087 
BCH/BTC 1512868868864000 0.0935 0.09350003 0.09350004 26848 
XRP/BTC 1512868929531000 0.00001681 0.00001674 0.00001681 120092810 
ETC/BTC 1512868992182000 0.00184737 0.00183418 0.00184737 573448 
ZEC/BTC 1512869052283000 0.0215444 0.0215444 0.02175285 19477 
STRAT/BTC 1512869112395000 0.00061968 0.00061637 0.00061968 624130 
LSK/BTC 1512869172504000 0.00055506 0.0005428 0.00055502 471015 
BTC/USDT 1512869232608000 13778.977101 13742.3375041 13761.32229258 9468 
XMR/BTC 1512869294990000 0.01800965 0.01792001 0.01800954 73599 
STR/BTC 1512869355133000 0.00000896 0.00000895 0.00000896 209010266 
NXT/BTC 1512869415311000 0.00003841 0.00003812 0.00003832 19049781 
LTC/BTC 1512869475863000 0.00996878 0.00996878 0.00997982 888075 
XEM/BTC 1512869535968000 0.00002756 0.00002745 0.00002756 105027288 
DASH/BTC 1512869596176000 0.04868986 0.04821038 0.0486758 21896 
BCH/BTC 1512869656285000 0.09428873 0.09415001 0.09428865 26868 
XRP/BTC 1512869716376000 0.00001667 0.00001661 0.00001667 118920987 
ETC/BTC 1512869779128000 0.00185804 0.0018497 0.00185804 570400 
ZEC/BTC 1512869839336000 0.02155979 0.02155986 0.02174774 19416 
STRAT/BTC 1512869900478000 0.0006223 0.00061752 0.0006225 616674 
LSK/BTC 1512869960580000 0.00055037 0.00054876 0.00055037 474024 
BTC/USDT 1512870020673000 13595.50384748 13595.50384751 13649.99999996 9461 
