
BTC/USDT 1512844091125000 14150.00000003 14150.00000003 14160.0 9126 
XMR/BTC 1512844092182000 0.0178596 0.0178596 0.01794452 80961 
STR/BTC 1512844093230000 0.00000917 0.00000915 0.00000917 281864193 
NXT/BTC 1512844094308000 0.00003875 0.00003875 0.00003886 21798057 
LTC/BTC 1512844095362000 0.00983483 0.00979803 0.00983483 1020320 
XEM/BTC 1512844096578000 0.0000289 0.00002889 0.0000289 236259100 
DASH/BTC 1512844097685000 0.04989006 0.04989008 0.05037998 27023 
BCH/BTC 1512844098733000 0.0946 0.09459995 0.09459997 33412 
BTC/USDT 1512844099879000 14150.0 14150.0 14156.99999999 9136 
XMR/BTC 1512844100931000 0.01794443 0.0178545 0.01794443 80961 
STR/BTC 1512844102046000 0.00000917 0.00000915 0.00000917 281864193 
NXT/BTC 1512844103110000 0.00003875 0.00003875 0.00003887 21798057 
LTC/BTC 1512844104241000 0.00983476 0.00976049 0.00983476 1020320 
XEM/BTC 1512844105302000 0.00002889 0.00002887 0.00002889 236259100 
DASH/BTC 1512844106354000 0.05037998 0.04989015 0.05037997 27023 
BCH/BTC 1512844107466000 0.0946 0.09459995 0.09459996 33412 
BTC/USDT 1512844108521000 14156.99999999 14156.99999999 14160.0 9136 
XMR/BTC 1512844109581000 0.01794436 0.0178545 0.01794436 80961 
STR/BTC 1512844110641000 0.00000917 0.00000914 0.00000917 281864193 
NXT/BTC 1512844111689000 0.00003875 0.00003875 0.00003886 21798057 
LTC/BTC 1512844112740000 0.00983476 0.00976056 0.00979802 1020320 
XEM/BTC 1512844113838000 0.00002902 0.0000289 0.00002901 236259100 
DASH/BTC 1512844114991000 0.05037998 0.04989023 0.05037987 27023 
BCH/BTC 1512844116042000 0.0946 0.09459995 0.09459996 33412 
BTC/USDT 1512844117126000 14167.99999999 14160.00000001 14167.99999999 9136 
XMR/BTC 1512844118180000 0.01794427 0.0178545 0.01794424 80961 
STR/BTC 1512844119285000 0.00000914 0.00000913 0.00000914 281864193 
NXT/BTC 1512844120330000 0.00003875 0.00003875 0.00003884 21798057 
LTC/BTC 1512844121547000 0.00979798 0.00976065 0.00979799 1020320 
XEM/BTC 1512844122613000 0.00002901 0.0000289 0.00002899 236259100 
DASH/BTC 1512844123673000 0.05037987 0.04989525 0.05037975 27023 
BCH/BTC 1512844124775000 0.09459996 0.09459995 0.09459996 33412 
BTC/USDT 1512844125836000 14200.00000006 14200.0 14200.00000006 9136 
XMR/BTC 1512844126897000 0.01794424 0.0178545 0.01794415 80961 
STR/BTC 1512844128197000 0.00000913 0.00000913 0.00000914 281864193 
NXT/BTC 1512844129256000 0.00003885 0.00003886 0.00003887 21798057 
LTC/BTC 1512844130316000 0.00979798 0.00976077 0.00979795 1020320 
XEM/BTC 1512844131386000 0.00002898 0.0000289 0.00002898 236259100 
DASH/BTC 1512844132441000 0.04989529 0.04989535 0.05037966 27023 
BCH/BTC 1512844133501000 0.09459996 0.09459995 0.09459996 33412 
BTC/USDT 1512844134597000 14200.00000006 14200.0 14200.00000006 9136 
XMR/BTC 1512844135647000 0.01794424 0.0178545 0.01794408 80961 
STR/BTC 1512844136707000 0.00000913 0.00000912 0.00000913 281864193 
NXT/BTC 1512844137844000 0.00003885 0.00003886 0.00003887 21798057 
LTC/BTC 1512844138896000 0.00979795 0.0097608 0.00979788 1020320 
XEM/BTC 1512844139992000 0.00002898 0.0000289 0.00002897 236259100 
DASH/BTC 1512844141056000 0.04989529 0.04989539 0.05037963 27023 
BCH/BTC 1512844142123000 0.09459996 0.09459995 0.09459996 33412 
