
BTC/USDT 1512621623242000 13818.163655 13818.163655 13822.22819997 12234 
BTC/USDT 1512621628375000 13818.163655 13818.163655 13822.22819994 12234 
BTC/USDT 1512621642516000 13818.16365494 13792.72556632 13818.16365494 12238 
BTC/USDT 1512621647604000 13818.16365491 13792.72556632 13818.16365488 12238 
BTC/USDT 1512621652709000 13792.7255664 13792.7255664 13808.163655 12238 
BTC/USDT 1512621657821000 13808.16365497 13799.2936275 13808.16365497 12238 
BTC/USDT 1512621662868000 13800.22819991 13792.72556651 13800.22819991 12238 
BTC/USDT 1512621668054000 13800.72556635 13792.72556659 13800.72556635 12238 
BTC/USDT 1512621673118000 13823.09642369 13796.1759125 13823.09642369 12238 
BTC/USDT 1512621678212000 13823.09642366 13796.05813254 13823.09642363 12238 
BTC/USDT 1512621683259000 13823.09642363 13796.05813266 13823.09642363 12238 
