
1512847611889 14771.0 
1512847611918 480.6 
1512847611930 148.9 
1512847612862 148.86 
1512847612862 148.97 
1512847612862 149.19 
1512847614718 480.61 
1512847614850 148.85 
1512847614997 480.6 
1512847615028 480.6 
1512847615109 480.6 
1512847615734 480.6 
1512847615941 14770.9 
1512847615953 480.6 
1512847616000 480.6 
1512847616007 480.6 
1512847616188 14770.77 
1512847616211 480.6 
1512847616256 480.61 
1512847616256 480.61 
1512847616499 480.6 
1512847616577 480.6 
1512847616620 480.6 
1512847616702 480.6 
1512847616784 480.6 
1512847616988 480.6 
1512847616999 480.6 
1512847617014 480.6 
1512847617049 480.6 
1512847617116 480.6 
1512847617154 480.6 
1512847617270 480.6 
1512847617527 480.6 
1512847617579 480.6 
1512847617621 480.6 
1512847617722 480.6 
1512847617847 480.6 
1512847617988 480.6 
1512847618030 480.6 
1512847618066 480.6 
1512847618122 480.6 
1512847618144 480.6 
1512847618361 480.6 
1512847618695 480.61 
1512847618726 14770.69 
1512847619084 480.6 
1512847619148 480.6 
1512847619265 14770.6 
1512847619265 14770.6 
1512847619562 480.6 
1512847619601 480.6 
1512847619614 480.6 
1512847621753 14770.6 
1512847622248 14770.6 
1512847622248 14770.6 
1512847622489 14770.6 
1512847622679 480.61 
1512847622932 480.6 
1512847622981 480.6 
1512847623026 480.6 
1512847623091 148.99 
1512847623091 148.99 
1512847623091 148.99 
1512847623091 149.0 
1512847623091 149.0 
1512847623091 149.06 
1512847623104 480.6 
1512847623091 149.17 
1512847623091 149.19 
1512847623172 480.6 
1512847623252 480.6 
1512847623311 480.6 
1512847623380 480.6 
1512847623417 480.6 
1512847623473 480.6 
1512847623523 480.6 
1512847623639 480.6 
1512847623712 480.6 
1512847623925 480.61 
1512847623925 480.61 
1512847623925 480.63 
1512847623961 480.6 
1512847623998 480.62 
1512847624059 480.62 
1512847624094 480.62 
1512847624165 480.62 
1512847624206 480.62 
1512847624207 14770.59 
1512847624276 480.62 
1512847624344 480.62 
1512847624367 480.62 
1512847624429 480.62 
1512847624475 480.62 
1512847624532 480.62 
1512847624657 480.62 
1512847624992 480.62 
1512847625029 480.62 
1512847625131 480.62 
1512847625568 149.14 
1512847625797 14770.59 
1512847625852 149.2 
1512847626193 149.2 
1512847626828 14770.6 
1512847627266 480.63 
1512847627306 14770.59 
1512847627694 149.15 
1512847627694 149.14 
1512847627694 149.13 
1512847627694 149.13 
1512847627694 149.07 
1512847631426 480.63 
1512847631663 480.62 
1512847631726 480.62 
1512847631776 480.62 
1512847631828 480.62 
1512847631869 480.62 
1512847631964 480.62 
1512847631988 480.62 
1512847632027 480.62 
1512847632084 480.62 
1512847632146 480.62 
1512847632149 14770.6 
1512847632259 14770.59 
1512847632671 480.62 
1512847632730 480.62 
1512847632770 480.62 
1512847632808 480.62 
1512847632834 480.62 
1512847632901 149.02 
1512847632901 149.01 
1512847632907 480.62 
1512847632943 480.62 
1512847632981 480.62 
1512847633044 480.62 
1512847633112 480.62 
1512847633158 480.62 
1512847633426 480.62 
1512847633472 149.01 
1512847633672 480.62 
1512847633723 480.62 
1512847636191 480.63 
1512847636431 480.62 
1512847636479 480.62 
1512847636559 480.62 
1512847636596 480.62 
1512847636644 480.62 
1512847636724 14770.6 
1512847636724 14770.6 
1512847637155 480.62 
1512847637200 480.62 
1512847637452 480.62 
1512847637482 480.62 
1512847637578 480.62 
1512847638871 14770.59 
1512847638871 14770.59 
1512847638997 14770.59 
1512847638997 14770.59 
1512847642213 149.07 
1512847642213 149.08 
1512847642213 149.08 
1512847642213 149.08 
1512847642213 149.08 
1512847642213 149.15 
1512847642213 149.18 
1512847642213 149.19 
1512847642213 149.19 
1512847642213 149.2 
1512847643345 480.63 
1512847643578 480.62 
1512847643648 480.62 
1512847643698 480.62 
1512847643762 480.62 
1512847643796 480.62 
1512847643863 480.62 
1512847643894 480.62 
1512847644009 480.62 
1512847644071 480.62 
1512847644105 480.62 
1512847644139 480.62 
1512847644197 480.62 
1512847644569 480.63 
1512847644586 480.62 
1512847644648 480.62 
1512847644704 480.62 
1512847644744 480.62 
1512847644862 480.62 
1512847644914 480.62 
1512847645022 480.62 
1512847645092 480.62 
1512847645092 480.62 
1512847645102 480.62 
1512847645173 480.62 
1512847645217 480.62 
1512847645338 480.62 
1512847645594 480.62 
1512847645642 480.62 
1512847645768 480.62 
1512847647942 149.2 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648307 480.63 
1512847648366 149.19 
1512847648366 149.2 
1512847648455 480.63 
1512847648577 14770.6 
1512847648558 480.63 
1512847648662 480.63 
1512847648760 480.63 
1512847648858 480.63 
1512847649040 480.63 
1512847649090 480.63 
1512847649191 480.63 
1512847649457 480.63 
1512847649579 480.63 
1512847649684 480.63 
1512847649794 480.63 
1512847649891 480.63 
1512847649993 480.62 
1512847655124 14770.6 
1512847655124 14770.6 
1512847655332 149.15 
1512847655332 149.15 
1512847655857 480.63 
1512847655976 480.63 
1512847656070 480.63 
1512847656216 480.63 
1512847656277 480.63 
1512847656422 480.63 
1512847656508 480.63 
1512847656621 480.63 
1512847656727 480.63 
1512847656870 480.62 
1512847656939 149.15 
